Measurement E8M1
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.25 - 0.35
W range: 1.1 - 1.12
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.27	1.72	0.9362	0.5	7.5	1.17177	0.07367	0.03725
1.27	1.72	0.9362	0.5	22.5	1.21104	0.10445	0.0226
1.27	1.72	0.9362	0.5	37.5	1.53889	0.14052	0.047
1.27	1.72	0.9362	0.5	52.5	2.19055	0.14721	0.06107
1.27	1.72	0.9362	0.5	67.5	2.40017	0.1395	0.08202
1.27	1.72	0.9362	0.5	82.5	2.60385	0.13776	0.14834
1.27	1.72	0.9362	0.5	97.5	2.69602	0.14265	0.1366
1.27	1.72	0.9362	0.5	112.5	2.52416	0.12768	0.0595
1.27	1.72	0.9362	0.5	127.5	2.37557	0.10799	0.03996
1.27	1.72	0.9362	0.5	142.5	2.35732	0.09512	0.01685
1.27	1.72	0.9362	0.5	157.5	2.20254	0.09054	0.01248
1.27	1.72	0.9362	0.5	172.5	2.08746	0.08302	0.0184
1.27	1.72	0.9362	0.5	187.5	2.05878	0.08368	0.01027
1.27	1.72	0.9362	0.5	202.5	2.16315	0.08965	0.01294
1.27	1.72	0.9362	0.5	217.5	2.20466	0.09436	0.00861
1.27	1.72	0.9362	0.5	232.5	2.37557	0.10978	0.02875
1.27	1.72	0.9362	0.5	247.5	2.46873	0.12318	0.05511
1.27	1.72	0.9362	0.5	262.5	2.74485	0.15257	0.07968
1.27	1.72	0.9362	0.5	277.5	2.60385	0.14731	0.09057
1.27	1.72	0.9362	0.5	292.5	2.40017	0.1368	0.11956
1.27	1.72	0.9362	0.5	307.5	2.19055	0.15178	0.07287
1.27	1.72	0.9362	0.5	322.5	1.53889	0.13997	0.04158
1.27	1.72	0.9362	0.5	337.5	1.21104	0.09159	0.04505
1.27	1.72	0.9362	0.5	352.5	1.16091	0.07313	0.03869
1.27	1.72	0.9362	0.7	7.5	1.55547	0.0751	0.01154
1.27	1.72	0.9362	0.7	22.5	1.44367	0.07502	0.0187
1.27	1.72	0.9362	0.7	37.5	1.5654	0.08376	0.01708
1.27	1.72	0.9362	0.7	52.5	1.80726	0.09991	0.0227
1.27	1.72	0.9362	0.7	67.5	2.16912	0.11735	0.03969
1.27	1.72	0.9362	0.7	82.5	2.46123	0.11849	0.04648
1.27	1.72	0.9362	0.7	97.5	2.50726	0.11089	0.06528
1.27	1.72	0.9362	0.7	112.5	2.46466	0.10852	0.02551
1.27	1.72	0.9362	0.7	127.5	2.47669	0.09626	0.00964
1.27	1.72	0.9362	0.7	142.5	2.4715	0.09501	0.01151
1.27	1.72	0.9362	0.7	157.5	2.39639	0.09297	0.00599
1.27	1.72	0.9362	0.7	172.5	2.52353	0.09427	0.0179
1.27	1.72	0.9362	0.7	187.5	2.36295	0.09502	0.01563
1.27	1.72	0.9362	0.7	202.5	2.55324	0.09602	0.01937
1.27	1.72	0.9362	0.7	217.5	2.54172	0.09842	0.00598
1.27	1.72	0.9362	0.7	232.5	2.56451	0.09968	0.01438
1.27	1.72	0.9362	0.7	247.5	2.44642	0.10521	0.01936
1.27	1.72	0.9362	0.7	262.5	2.54432	0.11942	0.02535
1.27	1.72	0.9362	0.7	277.5	2.46123	0.11514	0.04322
1.27	1.72	0.9362	0.7	292.5	2.16912	0.11426	0.04629
1.27	1.72	0.9362	0.7	307.5	1.70719	0.10206	0.01634
1.27	1.72	0.9362	0.7	322.5	1.5155	0.0911	0.00982
1.27	1.72	0.9362	0.7	337.5	1.4254	0.07527	0.03392
1.27	1.72	0.9362	0.7	352.5	1.37043	0.06892	0.0168
1.27	1.72	0.9362	0.9	7.5	1.85261	0.07598	0.01118
1.27	1.72	0.9362	0.9	22.5	1.84663	0.07996	0.00952
1.27	1.72	0.9362	0.9	37.5	2.07317	0.08522	0.01011
1.27	1.72	0.9362	0.9	52.5	2.38052	0.10176	0.0093
1.27	1.72	0.9362	0.9	67.5	2.67592	0.10402	0.01828
1.27	1.72	0.9362	0.9	82.5	2.73859	0.10758	0.01477
1.27	1.72	0.9362	0.9	97.5	2.90861	0.10413	0.01662
1.27	1.72	0.9362	0.9	112.5	2.86351	0.10336	0.00869
1.27	1.72	0.9362	0.9	127.5	2.81785	0.10775	0.00912
1.27	1.72	0.9362	0.9	142.5	2.90632	0.10338	0.01191
1.27	1.72	0.9362	0.9	157.5	2.78277	0.10122	0.00614
1.27	1.72	0.9362	0.9	172.5	2.7282	0.09928	0.00702
1.27	1.72	0.9362	0.9	187.5	2.87812	0.1017	0.01295
1.27	1.72	0.9362	0.9	202.5	2.75426	0.10451	0.01615
1.27	1.72	0.9362	0.9	217.5	3.01303	0.10649	0.01074
1.27	1.72	0.9362	0.9	232.5	2.99309	0.10555	0.0074
1.27	1.72	0.9362	0.9	247.5	2.86647	0.10351	0.01159
1.27	1.72	0.9362	0.9	262.5	2.93757	0.10989	0.01321
1.27	1.72	0.9362	0.9	277.5	2.79389	0.10597	0.0183
1.27	1.72	0.9362	0.9	292.5	2.62909	0.10978	0.01339
1.27	1.72	0.9362	0.9	307.5	2.3858	0.09995	0.00929
1.27	1.72	0.9362	0.9	322.5	2.07317	0.08955	0.00927
1.27	1.72	0.9362	0.9	337.5	1.92938	0.08385	0.01103
1.27	1.72	0.9362	0.9	352.5	1.85261	0.07878	0.01412
Measurement E14M8
Title: E99-107 CLAS experiment
Spokespersons: V. D. Burkert, R. Minehart
Year: 2005
E_beam is not available
Data:
W	Q^2	epsilon	cos(theta_pi)	phi(pi+)	dsigma/dOmega	Data errors	Systematic errors
GeV	GeV^2	dimensionless	dimensionless	degree	mcbn/sterad	mcbn/sterad	mcbn/sterad
1.29	1.72	0.9346	-0.5	67.5	1.1958	0.11275	0.01617
1.29	1.72	0.9346	-0.5	82.5	1.16397	0.09684	0.02262
1.29	1.72	0.9346	-0.5	97.5	1.25634	0.09107	0.02891
1.29	1.72	0.9346	-0.5	112.5	1.07852	0.09329	0.02315
1.29	1.72	0.9346	-0.5	127.5	1.0761	0.11089	0.05845
1.29	1.72	0.9346	-0.5	157.5	0.83625	0.09466	0.03236
1.29	1.72	0.9346	-0.5	172.5	0.88833	0.0839	0.03272
1.29	1.72	0.9346	-0.5	187.5	0.84199	0.07832	0.03378
1.29	1.72	0.9346	-0.5	202.5	0.92447	0.08596	0.04982
1.29	1.72	0.9346	-0.5	247.5	1.07131	0.09719	0.01793
1.29	1.72	0.9346	-0.5	262.5	1.25634	0.0952	0.02898
1.29	1.72	0.9346	-0.5	277.5	1.16133	0.0862	0.0399
1.29	1.72	0.9346	-0.5	292.5	1.15975	0.1079	0.01981
1.29	1.72	0.9346	-0.3	52.5	1.22772	0.09769	0.01359
1.29	1.72	0.9346	-0.3	67.5	1.34796	0.09057	0.01931
1.29	1.72	0.9346	-0.3	82.5	1.4221	0.09478	0.03523
1.29	1.72	0.9346	-0.3	97.5	1.46463	0.09743	0.03228
1.29	1.72	0.9346	-0.3	112.5	1.40108	0.10855	0.05436
1.29	1.72	0.9346	-0.3	142.5	1.19125	0.11148	0.15783
1.29	1.72	0.9346	-0.3	157.5	1.09222	0.07546	0.01194
1.29	1.72	0.9346	-0.3	172.5	1.10219	0.07017	0.06127
1.29	1.72	0.9346	-0.3	187.5	1.08512	0.07472	0.0231
1.29	1.72	0.9346	-0.3	202.5	1.10687	0.08214	0.04298
1.29	1.72	0.9346	-0.3	247.5	1.44572	0.10784	0.02683
1.29	1.72	0.9346	-0.3	262.5	1.40565	0.1019	0.01726
1.29	1.72	0.9346	-0.3	277.5	1.35461	0.09266	0.02141
1.29	1.72	0.9346	-0.3	292.5	1.3364	0.09112	0.00752
1.29	1.72	0.9346	-0.3	307.5	1.22772	0.09574	0.03252
1.29	1.72	0.9346	-0.3	322.5	0.73277	0.10863	0.06428
1.29	1.72	0.9346	-0.1	22.5	0.77069	0.08647	0.1343
1.29	1.72	0.9346	-0.1	37.5	1.03164	0.07236	0.03264
1.29	1.72	0.9346	-0.1	52.5	1.32487	0.07178	0.02618
1.29	1.72	0.9346	-0.1	67.5	1.50151	0.09056	0.01506
1.29	1.72	0.9346	-0.1	82.5	1.57946	0.08807	0.01608
1.29	1.72	0.9346	-0.1	97.5	1.57585	0.09816	0.03734
1.29	1.72	0.9346	-0.1	112.5	1.57941	0.11955	0.05782
1.29	1.72	0.9346	-0.1	142.5	1.50609	0.10577	0.09615
1.29	1.72	0.9346	-0.1	157.5	1.42141	0.08678	0.02142
1.29	1.72	0.9346	-0.1	172.5	1.41308	0.08252	0.0277
1.29	1.72	0.9346	-0.1	187.5	1.39018	0.08088	0.03306
1.29	1.72	0.9346	-0.1	202.5	1.46479	0.08082	0.038
1.29	1.72	0.9346	-0.1	217.5	1.44694	0.10373	0.10174
1.29	1.72	0.9346	-0.1	247.5	1.58735	0.12843	0.08588
1.29	1.72	0.9346	-0.1	262.5	1.57585	0.10148	0.02228
1.29	1.72	0.9346	-0.1	277.5	1.529	0.0961	0.01173
1.29	1.72	0.9346	-0.1	292.5	1.50151	0.08468	0.02587
1.29	1.72	0.9346	-0.1	307.5	1.32487	0.07918	0.03151
1.29	1.72	0.9346	-0.1	322.5	0.7603	0.06239	0.04185
1.29	1.72	0.9346	-0.1	337.5	0.58054	0.0824	0.09621
1.29	1.72	0.9346	0.1	37.5	0.88625	0.06622	0.029
1.29	1.72	0.9346	0.1	52.5	1.41372	0.07798	0.00971
1.29	1.72	0.9346	0.1	67.5	1.71018	0.08361	0.01167
1.29	1.72	0.9346	0.1	82.5	1.74738	0.09327	0.01851
1.29	1.72	0.9346	0.1	97.5	1.91163	0.11233	0.0846
1.29	1.72	0.9346	0.1	112.5	1.79936	0.13112	0.125
1.29	1.72	0.9346	0.1	127.5	1.92169	0.12816	0.27993
1.29	1.72	0.9346	0.1	142.5	1.70811	0.10421	0.07304
1.29	1.72	0.9346	0.1	157.5	1.73211	0.09094	0.03783
1.29	1.72	0.9346	0.1	172.5	1.71778	0.08628	0.0441
1.29	1.72	0.9346	0.1	187.5	1.68583	0.08745	0.05625
1.29	1.72	0.9346	0.1	202.5	1.71895	0.08829	0.02972
1.29	1.72	0.9346	0.1	217.5	1.70811	0.1051	0.04996
1.29	1.72	0.9346	0.1	262.5	1.76852	0.10939	0.05824
1.29	1.72	0.9346	0.1	277.5	1.79809	0.09989	0.02982
1.29	1.72	0.9346	0.1	292.5	1.70458	0.09581	0.01009
1.29	1.72	0.9346	0.1	307.5	1.47819	0.08129	0.01014
1.29	1.72	0.9346	0.1	322.5	0.90918	0.06708	0.01195
1.29	1.72	0.9346	0.1	337.5	0.98667	0.11889	0.11543
1.29	1.72	0.9346	0.3	7.5	1.11101	0.10153	0.12935
1.29	1.72	0.9346	0.3	37.5	1.20976	0.12925	0.039
1.29	1.72	0.9346	0.3	52.5	1.61611	0.11273	0.02022
1.29	1.72	0.9346	0.3	67.5	1.85574	0.10946	0.01227
1.29	1.72	0.9346	0.3	82.5	2.00981	0.11877	0.04351
1.29	1.72	0.9346	0.3	97.5	2.16385	0.12791	0.21186
1.29	1.72	0.9346	0.3	112.5	2.20384	0.12205	0.39688
1.29	1.72	0.9346	0.3	127.5	1.98454	0.11478	0.06459
1.29	1.72	0.9346	0.3	142.5	1.90235	0.09186	0.04799
1.29	1.72	0.9346	0.3	157.5	1.96255	0.09176	0.03062
1.29	1.72	0.9346	0.3	172.5	1.91793	0.09442	0.02815
1.29	1.72	0.9346	0.3	187.5	1.98738	0.09472	0.02499
1.29	1.72	0.9346	0.3	202.5	1.99923	0.09377	0.03107
1.29	1.72	0.9346	0.3	217.5	1.99826	0.09633	0.03151
1.29	1.72	0.9346	0.3	232.5	2.03535	0.12163	0.06273
1.29	1.72	0.9346	0.3	247.5	2.20384	0.13633	0.23827
1.29	1.72	0.9346	0.3	262.5	2.16385	0.12402	0.28068
1.29	1.72	0.9346	0.3	277.5	2.05254	0.12473	0.06625
1.29	1.72	0.9346	0.3	292.5	1.90221	0.1081	0.02023
1.29	1.72	0.9346	0.3	307.5	1.72232	0.1097	0.01639
1.29	1.72	0.9346	0.3	322.5	1.27266	0.1198	0.03364
1.29	1.72	0.9346	0.3	352.5	0.92038	0.10568	0.10057
1.29	1.72	0.9346	0.5	7.5	1.3004	0.08058	0.03163
1.29	1.72	0.9346	0.5	22.5	1.33423	0.10535	0.04661
1.29	1.72	0.9346	0.5	82.5	2.34577	0.12612	0.24509
1.29	1.72	0.9346	0.5	97.5	2.41561	0.13027	0.23292
1.29	1.72	0.9346	0.5	112.5	2.46761	0.12812	0.07347
1.29	1.72	0.9346	0.5	127.5	2.18559	0.10553	0.04457
1.29	1.72	0.9346	0.5	142.5	2.09366	0.08824	0.01557
1.29	1.72	0.9346	0.5	157.5	2.0479	0.0826	0.01731
1.29	1.72	0.9346	0.5	172.5	1.97158	0.08255	0.0243
1.29	1.72	0.9346	0.5	187.5	1.97158	0.08917	0.02858
1.29	1.72	0.9346	0.5	202.5	2.01873	0.08881	0.00914
1.29	1.72	0.9346	0.5	217.5	2.02025	0.08875	0.01755
1.29	1.72	0.9346	0.5	232.5	2.18559	0.10296	0.03338
1.29	1.72	0.9346	0.5	247.5	2.27676	0.11972	0.08404
1.29	1.72	0.9346	0.5	262.5	2.41561	0.13834	0.15014
1.29	1.72	0.9346	0.5	322.5	1.54397	0.17487	0.06784
1.29	1.72	0.9346	0.5	337.5	1.25868	0.10832	0.0313
1.29	1.72	0.9346	0.5	352.5	1.19096	0.07124	0.0261
1.29	1.72	0.9346	0.7	7.5	1.44983	0.06816	0.01047
1.29	1.72	0.9346	0.7	22.5	1.52961	0.07561	0.01942
1.29	1.72	0.9346	0.7	37.5	1.65603	0.0894	0.02167
1.29	1.72	0.9346	0.7	52.5	1.8578	0.10743	0.02081
1.29	1.72	0.9346	0.7	67.5	2.34053	0.13205	0.0492
1.29	1.72	0.9346	0.7	82.5	2.47472	0.12006	0.08118
1.29	1.72	0.9346	0.7	97.5	2.51892	0.12107	0.03602
1.29	1.72	0.9346	0.7	112.5	2.44023	0.10518	0.0328
1.29	1.72	0.9346	0.7	127.5	2.61987	0.09946	0.01682
1.29	1.72	0.9346	0.7	142.5	2.68648	0.09689	0.01539
1.29	1.72	0.9346	0.7	157.5	2.49865	0.09465	0.01017
1.29	1.72	0.9346	0.7	172.5	2.50535	0.09585	0.02704
1.29	1.72	0.9346	0.7	187.5	2.53386	0.09724	0.00866
1.29	1.72	0.9346	0.7	202.5	2.55125	0.0957	0.00802
1.29	1.72	0.9346	0.7	217.5	2.65896	0.09595	0.01435
1.29	1.72	0.9346	0.7	232.5	2.65932	0.10139	0.02665
1.29	1.72	0.9346	0.7	247.5	2.49816	0.10606	0.0233
1.29	1.72	0.9346	0.7	262.5	2.52554	0.1146	0.04217
1.29	1.72	0.9346	0.7	277.5	2.47472	0.12132	0.06063
1.29	1.72	0.9346	0.7	292.5	2.26787	0.13713	0.03278
1.29	1.72	0.9346	0.7	307.5	1.8578	0.1201	0.01249
1.29	1.72	0.9346	0.7	322.5	1.65254	0.08798	0.02652
1.29	1.72	0.9346	0.7	337.5	1.46938	0.07734	0.01322
1.29	1.72	0.9346	0.7	352.5	1.43545	0.07032	0.00418
1.29	1.72	0.9346	0.9	7.5	1.90919	0.07782	0.00566
1.29	1.72	0.9346	0.9	22.5	2.12953	0.08419	0.00938
1.29	1.72	0.9346	0.9	37.5	2.36705	0.09094	0.00894
1.29	1.72	0.9346	0.9	52.5	2.28247	0.09143	0.00753
1.29	1.72	0.9346	0.9	67.5	2.64095	0.11021	0.0168
1.29	1.72	0.9346	0.9	82.5	2.79026	0.10367	0.0241
1.29	1.72	0.9346	0.9	97.5	2.89484	0.10287	0.01083
1.29	1.72	0.9346	0.9	112.5	2.96951	0.10868	0.01038
1.29	1.72	0.9346	0.9	127.5	3.02732	0.09961	0.01506
1.29	1.72	0.9346	0.9	142.5	3.06554	0.10609	0.00726
1.29	1.72	0.9346	0.9	157.5	2.91018	0.10441	0.01053
1.29	1.72	0.9346	0.9	172.5	2.89012	0.10433	0.01277
1.29	1.72	0.9346	0.9	187.5	3.02524	0.10359	0.00495
1.29	1.72	0.9346	0.9	202.5	3.03409	0.10635	0.01112
1.29	1.72	0.9346	0.9	217.5	3.03129	0.10461	0.01391
1.29	1.72	0.9346	0.9	232.5	3.09164	0.10687	0.00873
1.29	1.72	0.9346	0.9	247.5	2.81562	0.09896	0.01671
1.29	1.72	0.9346	0.9	262.5	2.7725	0.10957	0.00969
1.29	1.72	0.9346	0.9	277.5	2.79026	0.10781	0.01735
1.29	1.72	0.9346	0.9	292.5	2.71796	0.10639	0.01934
1.29	1.72	0.9346	0.9	307.5	2.37335	0.09879	0.00927
1.29	1.72	0.9346	0.9	322.5	2.15812	0.08751	0.00932
1.29	1.72	0.9346	0.9	337.5	1.95217	0.08028	0.006
1.29	1.72	0.9346	0.9	352.5	1.97714	0.07996	0.00799
Measurement E14M9
Title: E99-107 CLAS experiment
Spokespersons: V. D. Burkert, R. Minehart
Year: 2005
E_beam is not available
Data:
W	Q^2	epsilon	cos(theta_pi)	phi(pi+)	dsigma/dOmega	Data errors	Systematic errors
GeV	GeV^2	dimensionless	dimensionless	degree	mcbn/sterad	mcbn/sterad	mcbn/sterad
1.31	1.72	0.9329	-0.5	82.5	1.06138	0.09515	0.04212
1.31	1.72	0.9329	-0.5	97.5	0.93478	0.08359	0.03021
1.31	1.72	0.9329	-0.5	112.5	1.02403	0.08396	0.01959
1.31	1.72	0.9329	-0.5	127.5	0.93089	0.10161	0.04177
1.31	1.72	0.9329	-0.5	157.5	0.84116	0.09073	0.12419
1.31	1.72	0.9329	-0.5	172.5	0.88662	0.08163	0.05295
1.31	1.72	0.9329	-0.5	187.5	0.75687	0.10232	0.02424
1.31	1.72	0.9329	-0.5	202.5	0.83471	0.08711	0.05877
1.31	1.72	0.9329	-0.5	232.5	0.87394	0.10656	0.02855
1.31	1.72	0.9329	-0.5	247.5	0.92	0.08687	0.0285
1.31	1.72	0.9329	-0.5	262.5	1.05349	0.09736	0.02656
1.31	1.72	0.9329	-0.5	277.5	0.9906	0.09789	0.01019
1.31	1.72	0.9329	-0.5	292.5	1.07598	0.10868	0.05005
1.31	1.72	0.9329	-0.3	52.5	1.15063	0.10036	0.03164
1.31	1.72	0.9329	-0.3	67.5	1.12174	0.08361	0.02478
1.31	1.72	0.9329	-0.3	82.5	1.2754	0.0869	0.03272
1.31	1.72	0.9329	-0.3	97.5	1.29598	0.08586	0.0266
1.31	1.72	0.9329	-0.3	112.5	1.17715	0.09933	0.06971
1.31	1.72	0.9329	-0.3	157.5	0.92166	0.09925	0.03236
1.31	1.72	0.9329	-0.3	172.5	1.0104	0.06722	0.05024
1.31	1.72	0.9329	-0.3	187.5	1.00246	0.06728	0.01585
1.31	1.72	0.9329	-0.3	202.5	1.02133	0.07061	0.05285
1.31	1.72	0.9329	-0.3	247.5	1.16537	0.09256	0.04156
1.31	1.72	0.9329	-0.3	262.5	1.2333	0.09125	0.03881
1.31	1.72	0.9329	-0.3	277.5	1.31433	0.08904	0.03099
1.31	1.72	0.9329	-0.3	292.5	1.11367	0.0865	0.02197
1.31	1.72	0.9329	-0.3	307.5	1.10544	0.10088	0.0208
1.31	1.72	0.9329	-0.1	37.5	1.07264	0.0861	0.07492
1.31	1.72	0.9329	-0.1	52.5	1.29485	0.07918	0.02818
1.31	1.72	0.9329	-0.1	67.5	1.39044	0.07886	0.02345
1.31	1.72	0.9329	-0.1	82.5	1.4818	0.08497	0.04004
1.31	1.72	0.9329	-0.1	97.5	1.4709	0.08933	0.04497
1.31	1.72	0.9329	-0.1	112.5	1.59039	0.12277	0.12065
1.31	1.72	0.9329	-0.1	142.5	1.39086	0.11972	0.08687
1.31	1.72	0.9329	-0.1	157.5	1.29586	0.08484	0.03419
1.31	1.72	0.9329	-0.1	172.5	1.31849	0.07665	0.01857
1.31	1.72	0.9329	-0.1	187.5	1.31849	0.07573	0.03607
1.31	1.72	0.9329	-0.1	202.5	1.41619	0.08862	0.05477
1.31	1.72	0.9329	-0.1	217.5	1.3498	0.10982	0.06706
1.31	1.72	0.9329	-0.1	247.5	1.46797	0.11433	0.08882
1.31	1.72	0.9329	-0.1	262.5	1.53141	0.0988	0.03136
1.31	1.72	0.9329	-0.1	277.5	1.55578	0.08694	0.01844
1.31	1.72	0.9329	-0.1	292.5	1.38993	0.08391	0.02462
1.31	1.72	0.9329	-0.1	307.5	1.31311	0.08097	0.01514
1.31	1.72	0.9329	-0.1	322.5	1.01623	0.09528	0.08819
1.31	1.72	0.9329	0.1	37.5	0.7631	0.06643	0.01337
1.31	1.72	0.9329	0.1	52.5	1.36189	0.08109	0.01721
1.31	1.72	0.9329	0.1	67.5	1.53124	0.07994	0.01771
1.31	1.72	0.9329	0.1	82.5	1.62312	0.08947	0.01928
1.31	1.72	0.9329	0.1	97.5	1.74403	0.10812	0.04754
1.31	1.72	0.9329	0.1	142.5	1.8874	0.12269	0.13626
1.31	1.72	0.9329	0.1	157.5	1.80359	0.09782	0.03461
1.31	1.72	0.9329	0.1	172.5	1.74032	0.09653	0.03056
1.31	1.72	0.9329	0.1	187.5	1.75506	0.09495	0.0359
1.31	1.72	0.9329	0.1	202.5	1.63411	0.09398	0.03399
1.31	1.72	0.9329	0.1	217.5	1.73025	0.1127	0.0674
1.31	1.72	0.9329	0.1	262.5	1.74403	0.10729	0.03448
1.31	1.72	0.9329	0.1	277.5	1.64082	0.08868	0.02973
1.31	1.72	0.9329	0.1	292.5	1.53124	0.08463	0.01724
1.31	1.72	0.9329	0.1	307.5	1.36189	0.07831	0.01205
1.31	1.72	0.9329	0.1	322.5	0.80894	0.07051	0.01028
1.31	1.72	0.9329	0.3	37.5	1.13567	0.11714	0.05195
1.31	1.72	0.9329	0.3	52.5	1.5826	0.11941	0.01513
1.31	1.72	0.9329	0.3	67.5	1.84601	0.1034	0.00989
1.31	1.72	0.9329	0.3	82.5	1.88375	0.11374	0.04535
1.31	1.72	0.9329	0.3	97.5	2.10036	0.13238	0.08967
1.31	1.72	0.9329	0.3	127.5	1.94514	0.12123	0.05687
1.31	1.72	0.9329	0.3	142.5	2.03208	0.10309	0.06722
1.31	1.72	0.9329	0.3	157.5	1.97129	0.09619	0.03545
1.31	1.72	0.9329	0.3	172.5	1.90509	0.09833	0.03082
1.31	1.72	0.9329	0.3	187.5	1.91972	0.09364	0.03898
1.31	1.72	0.9329	0.3	202.5	1.92719	0.09551	0.04923
1.31	1.72	0.9329	0.3	217.5	1.91202	0.09974	0.05194
1.31	1.72	0.9329	0.3	232.5	1.9829	0.12237	0.08344
1.31	1.72	0.9329	0.3	247.5	2.15615	0.14424	0.34369
1.31	1.72	0.9329	0.3	262.5	2.1147	0.12568	0.22033
1.31	1.72	0.9329	0.3	277.5	1.98599	0.1097	0.08042
1.31	1.72	0.9329	0.3	292.5	1.82505	0.09943	0.03716
1.31	1.72	0.9329	0.3	307.5	1.5826	0.11039	0.01037
1.31	1.72	0.9329	0.3	322.5	1.25139	0.12254	0.09295
1.31	1.72	0.9329	0.5	7.5	1.28639	0.07861	0.04729
1.31	1.72	0.9329	0.5	22.5	1.46435	0.13565	0.14438
1.31	1.72	0.9329	0.5	112.5	2.34926	0.12577	0.06848
1.31	1.72	0.9329	0.5	127.5	2.20557	0.1004	0.03467
1.31	1.72	0.9329	0.5	142.5	2.22186	0.09523	0.01814
1.31	1.72	0.9329	0.5	157.5	2.13765	0.09138	0.03008
1.31	1.72	0.9329	0.5	172.5	2.07702	0.0871	0.02032
1.31	1.72	0.9329	0.5	187.5	2.13599	0.0967	0.02262
1.31	1.72	0.9329	0.5	202.5	2.13765	0.08739	0.04728
1.31	1.72	0.9329	0.5	217.5	2.08338	0.09122	0.01519
1.31	1.72	0.9329	0.5	232.5	2.20557	0.11138	0.03308
1.31	1.72	0.9329	0.5	247.5	2.20285	0.11755	0.07039
1.31	1.72	0.9329	0.5	262.5	2.42698	0.14919	0.16918
1.31	1.72	0.9329	0.5	337.5	1.52708	0.16194	0.11872
1.31	1.72	0.9329	0.5	352.5	1.21408	0.08821	0.02854
1.31	1.72	0.9329	0.7	7.5	1.47036	0.06969	0.00979
1.31	1.72	0.9329	0.7	22.5	1.55092	0.0813	0.00405
1.31	1.72	0.9329	0.7	37.5	1.70385	0.09986	0.00339
1.31	1.72	0.9329	0.7	52.5	2.21234	0.1245	0.02154
1.31	1.72	0.9329	0.7	67.5	2.38157	0.14717	0.03771
1.31	1.72	0.9329	0.7	82.5	2.48778	0.13311	0.06674
1.31	1.72	0.9329	0.7	97.5	2.59442	0.1191	0.04933
1.31	1.72	0.9329	0.7	112.5	2.54573	0.11086	0.02881
1.31	1.72	0.9329	0.7	127.5	2.67519	0.10126	0.01985
1.31	1.72	0.9329	0.7	142.5	2.7012	0.09496	0.01556
1.31	1.72	0.9329	0.7	157.5	2.75394	0.0993	0.01676
1.31	1.72	0.9329	0.7	172.5	2.60558	0.09468	0.01919
1.31	1.72	0.9329	0.7	187.5	2.47749	0.09309	0.02386
1.31	1.72	0.9329	0.7	202.5	2.52638	0.09475	0.02296
1.31	1.72	0.9329	0.7	217.5	2.69718	0.09779	0.02085
1.31	1.72	0.9329	0.7	232.5	2.49664	0.09633	0.02826
1.31	1.72	0.9329	0.7	247.5	2.52147	0.11278	0.0438
1.31	1.72	0.9329	0.7	262.5	2.44297	0.11966	0.04321
1.31	1.72	0.9329	0.7	277.5	2.46051	0.13887	0.06101
1.31	1.72	0.9329	0.7	292.5	2.38461	0.15202	0.06859
1.31	1.72	0.9329	0.7	307.5	2.00628	0.13785	0.0194
1.31	1.72	0.9329	0.7	322.5	1.67111	0.09892	0.00466
1.31	1.72	0.9329	0.7	337.5	1.497	0.08302	0.02173
1.31	1.72	0.9329	0.7	352.5	1.45825	0.07538	0.00797
1.31	1.72	0.9329	0.9	7.5	2.15792	0.08317	0.00699
1.31	1.72	0.9329	0.9	22.5	2.22586	0.08345	0.01489
1.31	1.72	0.9329	0.9	37.5	2.29758	0.09037	0.01215
1.31	1.72	0.9329	0.9	52.5	2.23829	0.08786	0.00733
1.31	1.72	0.9329	0.9	67.5	2.71144	0.10989	0.02072
1.31	1.72	0.9329	0.9	82.5	2.76573	0.11292	0.02141
1.31	1.72	0.9329	0.9	97.5	2.87178	0.10724	0.02138
1.31	1.72	0.9329	0.9	112.5	2.92996	0.10308	0.00867
1.31	1.72	0.9329	0.9	127.5	2.9604	0.10206	0.01265
1.31	1.72	0.9329	0.9	142.5	2.93667	0.10555	0.01158
1.31	1.72	0.9329	0.9	157.5	3.1362	0.10623	0.00822
1.31	1.72	0.9329	0.9	172.5	3.3549	0.10879	0.01843
1.31	1.72	0.9329	0.9	187.5	3.13471	0.10511	0.00689
1.31	1.72	0.9329	0.9	202.5	3.02262	0.10287	0.015
1.31	1.72	0.9329	0.9	217.5	2.96972	0.10281	0.01735
1.31	1.72	0.9329	0.9	232.5	2.99548	0.10353	0.01236
1.31	1.72	0.9329	0.9	247.5	2.99182	0.10633	0.01945
1.31	1.72	0.9329	0.9	262.5	2.81578	0.10401	0.01664
1.31	1.72	0.9329	0.9	277.5	2.76396	0.11283	0.02226
1.31	1.72	0.9329	0.9	292.5	2.5525	0.10965	0.01597
1.31	1.72	0.9329	0.9	307.5	2.32369	0.0973	0.00873
1.31	1.72	0.9329	0.9	322.5	2.20039	0.0912	0.0115
1.31	1.72	0.9329	0.9	337.5	2.13444	0.08567	0.00967
1.31	1.72	0.9329	0.9	352.5	2.23653	0.08671	0.01156
Measurement E14M10
Title: E99-107 CLAS experiment
Spokespersons: V. D. Burkert, R. Minehart
Year: 2005
